,genres,title,Movie_Average,Global_Average,Overall_Rating_Count
1049,Mystery,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.4863989231828714,3.4863989231828714,299.0
1050,Mystery,Underneath (1995),3.4863989231828714,3.4863989231828714,3.0
1051,Mystery,Unforgettable (1996),3.4863989231828714,3.4863989231828714,9.0
1052,Mystery,Vanilla Sky (2001),3.4302325581395348,3.4863989231828714,133.5
1053,Romance,Against All Odds (1984),2.333333333333333,3.4863989231828714,3.0
1054,Romance,"Claim, The (2000)",2.833333333333333,3.4863989231828714,6.0
1055,Romance,Code 46 (2003),4.5,3.4863989231828714,4.5
1056,Romance,Dirty Dancing: Havana Nights (2004),3.625,3.4863989231828714,14.5
1057,Romance,Emma (1996),3.5,3.4863989231828714,3.5
1058,Romance,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),4.5,3.4863989231828714,4.5
1059,Romance,Hustler White (1996),3.4863989231828714,3.4863989231828714,4.0
1060,Romance,Jack and Sarah (1995),3.0,3.4863989231828714,3.0
1061,Romance,"Jetée, La (1962)",4.5,3.4863989231828714,9.0
1062,Romance,Kama Sutra: A Tale of Love (1996),3.4863989231828714,3.4863989231828714,4.0
1063,Romance,"Life Less Ordinary, A (1997)",2.9,3.4863989231828714,13.0
1064,Romance,Meet Joe Black (1998),3.4863989231828714,3.4863989231828714,3.0
1065,Romance,Message in a Bottle (1999),3.4863989231828714,3.4863989231828714,10.0
1066,Romance,Raise Your Voice (2004),5.0,3.4863989231828714,5.0
1067,Romance,Rio Grande (1950),3.5,3.4863989231828714,3.5
1068,Romance,Temptress Moon (Feng Yue) (1996),3.4863989231828714,3.4863989231828714,3.0
1069,Romance,Upstream Color (2013),3.1666666666666665,3.4863989231828714,9.5
1070,Sci-Fi,2010: The Year We Make Contact (1984),3.5454545454545454,3.4863989231828714,52.5
1071,Sci-Fi,ARQ (2016),4.5,3.4863989231828714,4.5
1072,Sci-Fi,"Amazing Transparent Man, The (1960)",3.5,3.4863989231828714,3.5
1073,Sci-Fi,Arrival (2016),3.9807692307692313,3.4863989231828714,101.0
1074,Sci-Fi,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),4.0,3.4863989231828714,4.0
1075,Sci-Fi,Babylon 5: The Lost Tales - Voices in the Dark (2007),4.0,3.4863989231828714,4.0
1076,Sci-Fi,Battle Beyond the Stars (1980),3.0,3.4863989231828714,3.0
1077,Sci-Fi,Blade Runner 2049 (2017),3.794117647058824,3.4863989231828714,58.5
1078,Sci-Fi,"Boy and His Dog, A (1975)",4.0,3.4863989231828714,12.0
1079,Sci-Fi,Brainstorm (1983),3.5,3.4863989231828714,3.5
1080,Sci-Fi,Contagion (2011),3.7083333333333335,3.4863989231828714,42.0
1081,Sci-Fi,Doctor Who: A Christmas Carol (2010),4.75,3.4863989231828714,9.5
1082,Sci-Fi,Doctor Who: The Runaway Bride (2007),4.0,3.4863989231828714,16.0
1083,Sci-Fi,"Final Cut, The (2004)",4.0,3.4863989231828714,8.0
1084,Sci-Fi,"Incredible Shrinking Man, The (1957)",3.0,3.4863989231828714,3.0
1085,Sci-Fi,"Island of Dr. Moreau, The (1996)",2.8076923076923075,3.4863989231828714,49.0
1086,Sci-Fi,Limitless (2011),3.95,3.4863989231828714,118.5
1087,Sci-Fi,Meteor (1979),1.25,3.4863989231828714,3.0
1088,Sci-Fi,Paradox (2010),3.5,3.4863989231828714,3.5
1089,Sci-Fi,Project Almanac (2015),3.75,3.4863989231828714,12.5
1090,Sci-Fi,Runaway (1984),3.4863989231828714,3.4863989231828714,4.0
1091,Sci-Fi,Seven Sisters (2017),4.25,3.4863989231828714,8.5
1092,Sci-Fi,"Signal, The (2014)",4.5,3.4863989231828714,4.5
1093,Sci-Fi,Sphere (1998),3.4863989231828714,3.4863989231828714,7.0
1094,Sci-Fi,The Darkest Minds (2018),3.5,3.4863989231828714,3.5
1095,Thriller,15 Minutes (2001),3.111111111111111,3.4863989231828714,23.5
1096,Thriller,Arlington Road (1999),3.1764705882352944,3.4863989231828714,62.0
1097,Thriller,Best Seller (1987),4.0,3.4863989231828714,4.0
1098,Thriller,Bless the Child (2000),4.0,3.4863989231828714,4.0
1099,Thriller,Blink (1994),3.4863989231828714,3.4863989231828714,13.0
1100,Thriller,Blue Ruin (2013),4.0,3.4863989231828714,4.0
1101,Thriller,"Bone Collector, The (1999)",3.147058823529412,3.4863989231828714,60.0
1102,Thriller,Dead Calm (1989),3.4863989231828714,3.4863989231828714,17.0
1103,Thriller,"Dead Zone, The (1983)",3.75,3.4863989231828714,54.0
1104,Thriller,Don't Say a Word (2001),2.5,3.4863989231828714,7.0
1105,Thriller,Eye of the Beholder (1999),1.25,3.4863989231828714,3.0
1106,Thriller,"Eye, The (Gin gwai) (Jian gui) (2002)",3.25,3.4863989231828714,4.0
1107,Thriller,"Eyewitness (Janitor, The) (1981)",4.0,3.4863989231828714,4.0
1108,Thriller,Fear (1996),3.4863989231828714,3.4863989231828714,15.0
1109,Thriller,Felicia's Journey (1999),3.4863989231828714,3.4863989231828714,3.0
1110,Thriller,Frenzy (1972),3.4863989231828714,3.4863989231828714,4.0
1111,Thriller,"Guest, The (2014)",4.0,3.4863989231828714,4.0
1112,Thriller,Hideaway (1995),3.4863989231828714,3.4863989231828714,6.0
1113,Thriller,Hush (1998),3.0,3.4863989231828714,3.0
1114,Thriller,"In Crowd, The (2000)",4.0,3.4863989231828714,7.0
1115,Thriller,Intact (Intacto) (2001),4.25,3.4863989231828714,8.5
1116,Thriller,Jade (1995),3.4863989231828714,3.4863989231828714,13.0
1117,Thriller,Kill Me Three Times (2014),3.0,3.4863989231828714,3.0
1118,Thriller,Malice (1993),3.4863989231828714,3.4863989231828714,18.0
1119,Thriller,"Manchurian Candidate, The (2004)",3.0,3.4863989231828714,26.0
1120,Thriller,Miss Sloane (2016),4.5,3.4863989231828714,9.0
1121,Thriller,"Odessa File, The (1974)",3.5,3.4863989231828714,15.5
1122,Thriller,"Perfect Murder, A (1998)",3.4863989231828714,3.4863989231828714,3.0
1123,Thriller,Red Rock West (1992),4.0,3.4863989231828714,37.0
1124,Thriller,Safe (1995),3.6666666666666665,3.4863989231828714,11.0
1125,Thriller,Sleepers (1996),3.4863989231828714,3.4863989231828714,38.0
1126,Thriller,Sliver (1993),3.4863989231828714,3.4863989231828714,34.0
1127,Thriller,Spotlight (2015),4.138888888888889,3.4863989231828714,72.0
1128,Thriller,Stay (2005),2.833333333333333,3.4863989231828714,8.0
1129,Thriller,The Girl on the Train (2016),4.5,3.4863989231828714,4.5
1130,Thriller,Topaz (1969),3.0,3.4863989231828714,3.0
1131,Thriller,Torn Curtain (1966),3.5,3.4863989231828714,3.5
1132,Thriller,Twisted (2004),2.75,3.4863989231828714,3.5
1133,War,Battle for Haditha (2007),4.0,3.4863989231828714,4.0
1134,War,"Objective, Burma! (1945)",3.0,3.4863989231828714,3.0
1135,War,Pork Chop Hill (1959),3.5,3.4863989231828714,7.0
1136,War,Run Silent Run Deep (1958),3.0,3.4863989231828714,18.0
1137,Western,Alvarez Kelly (1966),3.4863989231828714,3.4863989231828714,3.0
1138,Western,Bad Girls (1994),3.4863989231828714,3.4863989231828714,13.0
1139,Western,High Plains Drifter (1973),3.4863989231828714,3.4863989231828714,26.0
1140,Western,Little Big Man (1970),3.7692307692307687,3.4863989231828714,43.5
1141,Western,Mackenna's Gold (1969),3.0,3.4863989231828714,3.0
1142,Western,Open Range (2003),3.9444444444444446,3.4863989231828714,35.5
1143,Western,Pale Rider (1985),3.9,3.4863989231828714,27.5
1144,Western,Pat Garrett and Billy the Kid (1973),3.75,3.4863989231828714,7.5
1145,Western,Rio Bravo (1959),3.6666666666666665,3.4863989231828714,11.0
1146,Western,Tom Horn (1980),4.0,3.4863989231828714,4.0
1147,Western,Wild Bill (1995),3.4863989231828714,3.4863989231828714,7.0
1148,Western,Winchester '73 (1950),4.0,3.4863989231828714,4.0
1149,Western,Wyatt Earp (1994),3.4863989231828714,3.4863989231828714,40.0
